AAPL,JPM,WMT
39.47999954223633,99.30999755859375,31.113332748413086
35.54750061035156,97.11000061035156,30.953332901000977
37.064998626708984,100.69000244140625,31.14666748046875
36.98249816894531,100.76000213623047,31.51333236694336
37.6875,100.56999969482422,31.733333587646484
38.32749938964844,100.4000015258789,31.62999916
38.45000076293945,100.38999938964844,31.65333366394043
38.07249832,99.91000366210938,31.613332748413086
37.5,100.94000244140625,31.649999618530273
38.26750183105469,101.68000030517578,32.08333206176758
38.73500061035156,102.5,32.116668701171875
38.96500015258789,102.91999816894531,32.246665954589844
39.20500183105469,104.58999633789062,32.57666778564453
38.32500076293945,102.94000244140625,32.496665954589844
38.47999954223633,102.68000030517578,32.90333176
38.17499923706055,102.73999786376953,32.78666687011719
39.439998626708984,103.38999938964844,32.313331604003906
39.07500076293945,103.87999725341797,32.35333251953125
38.66999816894531,104.16999816894531,32.23666763305664
41.3125,104.41000366210938,31.600000381469727
41.61000061035156,103.5,31.94333267211914
41.630001068115234,103.87999725341797,31.286666870117188
42.8125,104.25,31.59000015258789
43.54499816894531,103.79000091552734,31.866666793823242
43.560001373291016,103.73999786376953,31.87999916
42.73500061035156,102.37999725341797,32.24333190917969
42.602500915527344,101.36000061035156,31.860000610351562
42.35749816894531,100.87999725341797,32.06666564941406
42.72249984741211,102.5999984741211,32.323333740234375
42.54499816894531,103.08999633789062,32.64666748046875
42.70000076293945,102.41999816894531,32.84000015258789
42.60499954223633,105.55000305175781,33.33000183105469
42.73249816894531,105.18000030517578,34.06666564941406
43.00749969482422,105.69000244140625,33.293331146240234
42.76499938964844,105.47000122070312,33.130001068115234
43.24250030517578,105,33.18333435058594
43.557498931884766,106.0999984741211,33.040000915527344
43.58250045776367,105.29000091552734,32.89666748046875
43.717498779296875,105.16000366210938,32.70333480834961
43.287498474121094,104.36000061035156,32.996665954589844
43.74250030517578,104.43000030517578,32.643333435058594
43.962501525878906,104.19000244140625,32.616668701171875
43.88249969482422,104.11000061035156,32.779998779296875
43.630001068115234,103.72000122070312,32.753334045410156
43.125,102.97000122070312,32.483333587646484
43.227500915527344,103.01000213623047,32.529998779296875
44.724998474121094,104.3499984741211,32.82666778564453
45.227500915527344,104.04000091552734,32.790000915527344
45.42750168,104.38999938964844,33.00999832
45.932498931884766,105.33999633789062,32.74000168
46.529998779296875,106.55000305175781,32.80666732788086
47.005001068115234,107.19000244140625,33.220001220703125
46.63249969482422,106.80000305175781,33.28333282470703
47.040000915527344,104.5199966430664,32.880001068115234
48.772499084472656,102.87000274658203,33.02000045776367
47.76250076293945,99.76000213623047,32.75999832
47.185001373291016,98.93000030517578,32.723331451416016
46.69749832,99.91999816894531,32.77333450317383
47.11750030517578,99.58000183105469,32.40333176
47.18000030517578,100.70999908447266,32.37666702270508
47.48749923706055,101.2300033569336,32.50999832
47.810001373291016,104.63999938964844,32.606666564941406
48.505001068115234,105.13999938964844,32.313331604003906
48.837501525878906,105.3499984741211,32.39666748046875
48.92250061035156,105.55999755859375,32.70333480834961
49.25,105.30999755859375,32.94333267211914
