BA,CAT,CVX,DIS,GE,HON,IBM,JNJ,KO,MMM
329.6600036621094,145.99000549316406,112.30000305175781,101.3499984741211,69.25071716308594,139.95277404785156,141.09942626953125,126.36000061035156,43.099998474121094,186.3628692626953
332.8299865722656,149.2100067138672,113.5,103.08999633789062,71.59901428222656,141.75465393066406,142.93499755859375,129.52999877929688,43.130001068115234,188.30267333984375
343.79998779296875,152.2899932861328,113.9800033569336,103.38999938964844,71.02392578,143.25941467285156,144.7418670654297,130.27000427246094,43.970001220703125,191.63043212890625
343.1600036621094,153.97000122070312,113.29000091552734,104.12000274658203,70.30505371,142.32972717285156,144.12045288085938,129.9600067138672,44.189998626708984,193.44480895996094
344.8500061035156,158.05999755859375,113.62999725341797,104.5999984741211,71.40731811523438,144.13160705566406,147.95411682128906,129.6699981689453,44.099998474121094,193.9799346923828
356.4599914550781,159.97999572753906,112.52999877929688,105.18000030517578,71.16769409179688,147.0452880859375,149.14913940429688,131.22999572753906,44.779998779296875,196.3795928955078
355.0400085449219,156.2899932861328,112.13999938964844,106.52999877929688,72.12618255615234,147.62994384765625,149.31166076660156,133.14999389648438,44.97999954223633,197.88461303710938
353.3500061035156,155.55999755859375,110.9800033569336,105.9800033569336,70.64052582,147.92706298828125,148.33651733398438,130.8699951171875,43.99000168,196.5468292236328
352.3699951171875,155.22999572753906,109.05999755859375,105.05000305175781,69.44242095947266,147.64910888671875,147.18930053710938,129.91000366210938,43.34000015258789,194.13043212890625
355.9200134277344,158.86000061035156,109.88999938964844,105.23999786376953,70.06543731689453,146.9398651123047,146.44358825683594,129.91000366210938,43.52000045776367,197.3244171142578
356.6600036621094,162.41000366210938,112.58999633789062,107.25,69.44242095947266,148.67465209960938,148.68069458007812,132.02000427246094,44.040000915527344,198.17726135253906
363.4800109863281,163.69000244140625,114.5999984741211,109.80999755859375,70.20920563,149.9973145,151.6061248779297,132.07000732421875,44.029998779296875,204.13043212890625
364.6400146484375,161.25999450683594,113.61000061035156,104.87000274658203,69.49034118652344,147.52452087402344,149.66539001464844,131.6699981689453,43.619998931884766,201.32107543945312
362.2099914550781,154.6300048828125,111.91999816894531,103.16000366210938,67.62129211425781,144.83126831054688,148.9770508,129.8800048828125,43.220001220703125,196.9147186279297
349.69000244140625,150.22999572753906,112.04000091552734,102.56999969482422,67.18997192382812,141.09332275390625,147.04588317871094,127.27999877929688,43.43000030517578,193.4281005859375
344.6700134277344,146.3800048828125,111.63999938964844,102.98999786376953,67.66921234,141.98468017578125,147.69598388671875,128.82000732421875,43.720001220703125,192.61705017089844
352.75,151.1199951171875,113.1500015258789,103.41000366210938,69.10694885253906,142.3393096923828,150.0478057861328,129.7899932861328,43.88999938964844,194.65719604492188
348.9200134277344,153.75,113.6500015258789,104.94000244140625,70.16128540039062,143.12522888183594,148.87188720703125,128.22000122070312,43.93000030517578,195.36788940429688
347.0400085449219,151.50999450683594,113.83999633789062,103.58999633789062,69.53826904296875,144.1603546142578,151.35755920410156,129.0399932861328,43.81999969482422,196.9648895263672
348.7300109863281,153.58999633789062,113.3499984741211,104.02999877929688,69.58618927001953,144.9462891,149.34034729003906,132.05999755859375,44.45000076293945,197.60870361328125
354.5199890136719,158.25,117.22000122070312,104.7300033569336,71.59901428222656,147.80245971679688,152.30401611328125,133.8000030517578,44.81999969482422,201.7976531982422
344.19000244140625,154.5,116.79000091552734,105.16999816894531,72.36580657958984,145.9047393798828,153.2122344970703,132.6300048828125,44.529998779296875,200.50167846679688
338.6700134277344,153.69000244140625,116.45999908447266,103.7300033569336,69.15486907958984,145.20506286621094,152.31358337402344,134.35000610351562,44.56999969482422,198.6371307373047
330.2600098,152.5399932861328,115.12999725341797,103.9000015258789,68.38808441,144.16995239257812,151.16635131835938,132.32000732421875,43.779998779296875,195.8946533203125
329.9800109863281,154.57000732421875,115.58000183105469,103.23999786376953,68.81940460205078,144.79293823242188,152.5908203,133.05999755859375,43.66999816894531,197.21571350097656
330.4700012207031,156.4600067138672,115.4000015258789,102.87000274658203,68.57978057861328,145.4734344482422,153.2122344970703,133.67999267578125,43.459999084472656,198.3444824
331.7600098,152.14999389648438,113.88999938964844,101.4800033569336,67.42959594726562,143.95909118652344,150.43020629882812,130.24000549316406,43.25999832,193.61204528808594
337.6300048828125,154.05999755859375,114.5,101.3499984741211,65.36884307861328,144.22744750976562,149.33078002929688,131.2100067138672,43.15999984741211,194.35618591308594
337.1000061035156,155.8000030517578,117.04000091552734,101.81999969482422,66.51902770996094,145.07089233398438,149.7992401123047,131.19000244140625,43,195.76922607421875
319.6099853515625,146.89999389648438,113.69999694824219,100.5999984741211,63.97903823852539,140.77703857421875,145.4015350341797,127.37999725341797,42.75999832,186.59698486328125
321,144.2899932861328,112.9800033569336,98.54000091552734,62.63715744018555,137.3266143798828,142.34225463867188,125.0999984741211,42.33000183105469,180.0668945
328.9700012207031,149.19000244140625,115.3499984741211,100.6500015258789,61.77451705932617,140.83453369140625,146.6252441,127.38999938964844,42.689998626708984,184.14715576171875
321.1199951171875,146.99000549316406,114.66000366210938,99.36000061035156,64.41035461425781,138.3425750732422,145.2294464111328,127.20999908447266,42.88999938964844,180.49331665039062
320.0199890136719,145.16000366210938,112.0999984741211,98.54000091552734,65.56053924560547,137.3074493408203,145.8126220703125,127.44999694824219,43.31999969482422,181.0535125732422
327.8800048828125,147.3800048828125,114.04000091552734,100.44000244140625,64.60205841064453,138.50550842285156,146.68260192871094,128.14999389648438,43.43000030517578,183.54515075683594
322.44000244140625,143.88999938964844,112.23999786376953,98.66000366210938,62.87677764892578,136.51193237304688,143.47036743164062,124.55999755859375,42.66999816894531,177.7759246826172
330.82000732421875,145.05999755859375,114.83000183105469,99.41999816894531,62.92470169067383,138.26589965820312,143.26004028320312,128.35000610351562,43.380001068115234,180.8779297
327.44000244140625,145.17999267578125,114.4800033569336,100.94999694824219,63.64356613,138.82179260253906,147.34225463867188,130.41000366210938,44.24000168,181.90635681152344
336.3999938964844,148.1300048828125,117.29000091552734,102.11000061035156,64.36243438720703,140.3169708251953,147.25621032714844,130.7100067138672,44.400001525878906,182.83444213867188
326.1199951171875,142.99000549316406,114.76000213623047,100.3499984741211,62.5892334,136.80905151367188,143.94837951660156,128.10000610351562,43.91999816894531,177.4665527
322.4800109863281,143.0800018310547,115.9800033569336,99.69999694824219,61.48697280883789,136.8953094482422,145.9751434326172,129.47999572753906,43.83000183105469,177.93478393554688
334.8299865722656,148.08999633789062,118.8499984741211,101.37000274658203,62.54130935668945,139.5789794921875,148.55641174316406,130.25,43.99000168,181.42140197753906
327.3599853515625,146.7899932861328,119.25,100.80000305175781,62.15791320800781,138.28506469726562,148.52772521972656,129.6300048828125,43.99000168,179.2056884765625
337.4800109863281,150.13999938964844,119.2300033569336,100.38999938964844,63.16432571411133,140.38406372070312,151.11854553222656,130.42999267578125,44.029998779296875,180.9531707763672
329.2799987792969,150.22999572753906,119.91999816894531,100.3499984741211,64.64997863769531,140.04861450195312,149.8183594,130.6199951171875,44.50999832,180.20066833496094
331.7699890136719,152.13999938964844,120.69999694824219,100.23999786376953,63.88319016,140.65243530273438,150.9464569091797,131.75999450683594,44.68000030517578,182.02340698242188
336.7200012207031,153.30999755859375,121.45999908447266,102.16999816894531,66.08770751953125,142.5214080810547,153.83364868164062,130.5399932861328,44.880001068115234,184.02174377441406
341,155.9499969482422,123.81999969482422,101.20999908447266,65.46469879,143.1635742,142.2466583251953,127.72000122070312,44.50999832,183.54515075683594
340.6400146484375,155.6999969482422,123.70999908447266,100.88999938964844,67.04619598388672,141.9750977,141.2045898,127.55000305175781,44.310001373291016,182.98495483398438
338.6700134277344,153.25,122.30999755859375,100.23999786376953,69.68203735351562,144.31370544433594,138.52772521972656,126.66000366210938,43.74000168,182.06521606445312
338.8399963378906,153.99000549316406,123.58000183105469,100.1500015258789,69.58618927001953,142.44473266601562,139.4455108642578,126.83000183105469,43.97999954223633,180.50167846679688
329.05999755859375,144.44000244140625,122.54000091552734,99.45999908447266,70.35298156738281,141.1029052734375,139.15870666503906,126.19000244140625,43.06999969482422,168.1688995361328
342.8599853515625,145.19000244140625,122.72000122070312,101.1500015258789,67.33374786376953,140.94955444335938,139.52198791503906,126.76000213623047,42.43000030517578,166.25418090820312
342.7900085449219,146.30999755859375,124.22000122070312,99.83999633789062,68.91525268554688,140.7003631591797,140.26768493652344,128.00999450683594,42.75,164.7909698486328
340.8800048828125,144.72000122070312,126.62000274658203,99.23000336,68.91525268554688,140.8249512,140.03823852539062,128.27000427246094,43.310001373291016,163.9799346923828
333.55999755859375,144.36000061035156,125.11000061035156,100.33000183105469,67.42959594726562,138.66844177246094,138.5850830078125,126.48999786376953,43.209999084472656,162.5334473
329.5400085449219,144.4199981689453,124.86000061035156,100.05999755859375,67.33374786376953,138.50550842285156,138.62332153320312,126.01000213623047,42.59000015258789,163.06019592285156
324.19000244140625,143.86000061035156,125.48999786376953,99.62000274658203,67.95676422,137.03907775878906,136.1854705810547,123.5,42.060001373291016,162.6254119873047
330.69000244140625,143.77999877929688,126.01000213623047,98.76000213623047,66.75865173339844,137.40328979492188,135.74569702148438,123.02999877929688,41.88999938964844,163.61204528808594
334.42999267578125,146.3699951171875,125.52999877929688,101.1500015258789,67.57336426,137.91127014160156,137.58126831054688,124.19000244140625,42.36000061035156,166.6889648
340.42999267578125,149.82000732421875,124.94000244140625,102.4800033569336,67.42959594726562,138.17005920410156,136.92160034179688,123.58999633789062,42.13999938964844,167.44146728515625
338.3699951171875,149.92999267578125,126.56999969482422,101.79000091552734,68.38808441,138.2371368408203,136.71128845214844,122.61000061035156,41.810001373291016,168.67892456054688
344.5,152.61000061035156,128.72000122070312,99.97000122070312,70.06543731689453,139.6364746,136.3384246826172,123.51000213623047,41.779998779296875,170.0836181640625
344.07000732421875,153.97000122070312,128.82000732421875,101.68000030517578,70.40090179,141.17958068847656,137.89674377441406,125.3499984741211,42.18000030517578,171.4297637939453
342.4599914550781,154.86000061035156,129.83999633789062,102.06999969482422,69.96958923339844,141.23709106445312,137.8011474609375,127.23999786376953,42.13999938964844,171.53846740722656
344.5899963378906,155.27999877929688,130.38999938964844,102.44000244140625,70.49675750732422,141.17958068847656,137.95411682128906,126.05999755859375,42.040000915527344,172.04013061523438
342.1199951171875,152.58999633789062,129.74000549316406,102.91999816894531,70.49675750732422,141.22750854492188,137.41873168945312,125.12999725341797,41.720001220703125,169.2391357421875
340.9700012207031,153.8000030517578,129.55999755859375,105.04000091552734,72.03033447265625,141.4191895,138.26959228515625,125.3499984741211,41.54999923706055,167.39967346191406
344.1400146484375,153.69000244140625,129.4600067138672,104.33999633789062,72.03033447265625,141.00706481933594,138.1453094482422,123.8499984741211,42.29999923706055,167.52508544921875
351.2300109863281,155.7100067138672,127.86000061035156,103.93000030517578,71.74279022216797,142.17637634277344,137.74378967285156,124.23999786376953,42.18000030517578,166.35450744628906
363.9200134277344,158.9199981689453,129.3699951171875,104.05999755859375,73.13259125,144.23703002929688,139.09178161621094,123.72000122070312,42.40999984741211,168.69564819335938
355.0199890136719,156.1999969482422,128.22999572753906,104.06999969482422,73.27636719,144.6012420654297,138.70936584472656,122.91000366210938,42.25,166.3628692626953
359.2099914550781,157.74000549316406,128.6999969482422,102.88999938964844,67.95676422,145.0325469970703,138.30784606933594,123.44999694824219,42.400001525878906,166.11204528808594
359,157.6999969482422,126.61000061035156,102.11000061035156,69.96958923339844,144.80252075195312,137.73422241210938,122.25,42.31999969482422,166.73077392578125
360.0899963378906,155.85000610351562,122.19000244140625,102.19999694824219,70.11335754394531,144.3999786376953,137.32313537597656,121.47000122070312,42.400001525878906,166.4130401611328
352.4800109863281,153.6199951171875,121.38999938964844,99.69000244140625,67.95676422,142.0421905517578,135.0095672607422,119.4000015258789,42.68000030517578,163.66220092773438
358.19000244140625,155.4600067138672,125.16000366210938,99.98000336,67.90883636,144.18911743164062,136.34799194335938,120.97000122070312,43.130001068115234,166.1204071044922
352.1600036621094,151.91000366210938,124.30000305175781,99.47000122070312,67.47751617,141.7642364501953,135.09559631347656,119.62000274658203,43,164.90802001953125
356.7200012207031,153.52000427246094,123.8499984741211,99.36000061035156,67.57336426,143.85365295410156,135.70745849609375,121.26000213623047,43.119998931884766,166.8812713623047
360.7300109863281,152.5,122.26000213623047,100.23999786376953,65.70431518554688,143.90158081054688,136.74952697753906,121.94999694824219,43.49000168,168.11036682128906
360.1000061035156,153.00999450683594,122.7300033569336,99.94000244140625,66.13563537597656,143.64279174804688,137.3804931640625,121.4800033569336,43.11000061035156,168.22743225097656
371.55999755859375,156.50999450683594,123.37999725341797,101.91000366210938,65.36884307861328,144.72584533691406,138.34608459472656,122.79000091552734,43.459999084472656,170.45150756835938
368.5299987792969,156.2899932861328,126.95999908447266,102.47000122070312,66.03978729248047,145.7705535888672,138.96749877929688,123.33000183105469,43.439998626708984,171.4632110595703
369.5,155.32000732421875,126.44000244140625,103.9800033569336,66.75865173339844,145.55010986328125,139.71319580078125,124.05999755859375,43.95000076293945,172.73411560058594
370.94000244140625,156.3000030517578,127.55999755859375,104.3499984741211,66.99827575683594,145.5596923828125,140.13385009765625,122.66000366210938,44.130001068115234,171.50502014160156
370.6199951171875,157.49000549316406,127.08000183105469,104.33000183105469,66.99827575683594,145.93348693847656,140.4110870361328,122.54000091552734,44.40999984741211,171.33779907226562
363.8500061035156,154.7100067138672,127.06999969482422,106.30999755859375,66.56695556640625,145.5213623046875,139.91395568847656,122.62999725341797,44.18000030517578,171.31271362304688
362.4200134277344,153.13999938964844,126.51000213623047,108.75,65.36884307861328,144.91754150390625,138.8145294189453,122.41000366210938,43.58000183105469,170.2592010498047
357.8800048828125,150.02000427246094,124.04000091552734,108.8499984741211,63.739418029785156,143.9878387451172,138.9961700439453,122.61000061035156,44.119998931884766,171.3795928955078
354.7399902,148.67999267578125,125.97000122070312,107.05999755859375,63.26017379760742,143.71946716308594,138.12619018554688,121.31999969482422,43.54999923706055,170.71070861816406
341.1199951171875,143.3000030517578,125.54000091552734,106.0999984741211,62.06206512451172,141.16041564941406,137.5717010498047,122.56999969482422,43.599998474121094,166.71405029296875
342.69000244140625,143.1300048828125,125.29000091552734,107.1500015258789,61.726593017578125,140.45115661621094,136.35755920410156,122.04000091552734,43.25999832,165.6187286376953
337.6600036621094,139.52999877929688,122.58999633789062,105.88999938964844,61.1515007,137.98794555664062,135.03823852539062,121.44999694824219,43.09000015258789,163.47825622558594
338.9100036621094,139.94000244140625,125.0999984741211,106.33999633789062,62.54130935668945,138.01669311523438,135.06692504882812,122.83999633789062,43.25,164.2976531982422
331.20001220703125,136.5800018310547,122.61000061035156,104.44999694824219,61.10357666015625,138.05503845214844,132.68641662597656,122.58999633789062,43.58000183105469,163.71237182617188
331.29998779296875,135.5399932861328,124.16000366210938,104.26000213623047,65.84809112548828,138.0262908935547,132.9636688232422,122.3499984741211,43.33000183105469,164.3645477294922
329.82000732421875,134.61000061035156,126,103.95999908447266,66.90242767333984,137.1924285888672,131.4340362548828,121.61000061035156,43.06999969482422,162.97659301757812
334.6499938964844,136.02999877929688,125.66000366210938,104.7699966430664,66.27941131591797,137.18284606933594,133.88145446777344,122,43.470001220703125,163.85450744628906
335.5100098,135.6699981689453,126.43000030517578,104.80999755859375,65.22507477,138.0646209716797,133.55641174316406,121.33999633789062,43.86000061035156,164.48159790039062
336.0799865722656,136.2899932861328,124.25,105.33000183105469,64.07489013671875,138.7930450439453,133.70936584472656,121.58000183105469,43.75,163.47825622558594
332.92999267578125,133.8300018310547,124.7300033569336,104.04000091552734,64.07489013671875,138.9176483154297,133.4321289,122.70999908447266,43.99000168,163.73745727539062
333.17999267578125,135.80999755859375,123.9800033569336,105.33999633789062,64.36243438720703,138.89846801757812,135.2103271484375,125,44.65999984741211,165
334.6400146484375,135.41000366210938,124.13999938964844,104.77999877929688,66.37525939941406,139.6652374267578,136.21414184570312,125.75,44.63999938964844,165.10032653808594
341.9200134277344,140.97000122070312,125.98999786376953,106.0199966430664,66.85449981689453,141.2946014404297,138.04014587402344,126.05000305175781,44.400001525878906,167.66722106933594
347.1600036621094,141.25,127.58999633789062,106.02999877929688,67.90883636,141.8888397216797,138.34608459472656,127.37999725341797,44.970001220703125,168.46153259277344
340.6000061035156,136.75999450683594,123.5199966430664,108.04000091552734,67.04619598388672,138.5150909423828,138.5659637451172,126.23999786376953,44.790000915527344,165.28428649902344
346.0299987792969,139.4199981689453,124.26000213623047,108.25,67.04619598388672,141.7450714111328,140.0095672607422,127.76000213623047,44.66999816894531,166.6555176
350.7900085449219,140.75,124.04000091552734,110,66.56695556640625,141.37127685546875,139.48374938964844,125.93000030517578,44.74000168,168.21070861816406
356.1000061035156,138.0800018310547,122.9800033569336,110.19999694824219,66.61488342285156,140.3169708251953,139.06309509277344,124.69000244140625,44.72999954223633,168.1521759033203
356.8800048828125,138.9499969482422,121.91000366210938,110.30000305175781,65.60846710205078,142.32012939453125,137.1797332763672,129.11000061035156,45.25,168.95484924316406
360.2300109863281,141.1199951171875,121.52999877929688,110.69000244140625,65.89601135253906,142.9527130126953,138.1644287109375,127.80000305175781,45.119998931884766,169.06353759765625
355.3299865722656,139.4199981689453,121.66999816894531,112.12999725341797,65.80016326904297,141.40960693359375,142.67686462402344,125.94000244140625,45.11000061035156,168.56187438964844
354.8999938964844,136.82000732421875,122.2699966430664,111.4800033569336,62.87677764892578,146.76734924316406,139.91395568847656,125.8499984741211,45.279998779296875,168.85450744628906
353.2699890136719,136.27999877929688,121.33000183105469,111.08999633789062,62.253761291503906,147.31365966796875,139.29254150390625,126.62999725341797,44.95000076293945,166.25418090820312
358.2699890136719,137.97000122070312,123.8499984741211,110.69999694824219,62.87677764892578,148.71299743652344,139.94264221191406,129.36000061035156,45.25999832,167.7926483154297
355.9200134277344,140.47999572753906,124.9000015258789,111.18000030517578,62.828853607177734,151.45416259765625,140.17208862304688,128.6199951171875,46.09000015258789,170.88629150390625
359.32000732421875,142.5800018310547,123.94999694824219,113.51000213623047,63.02055358886719,152.50845336914062,140.2581329345703,130.27999877929688,46.24000168,173.8795928955078
360.6499938964844,142.55999755859375,125.97000122070312,112.62000274658203,62.5892334,152.7193145751953,138.7667236328125,131.5500030517578,46.209999084472656,173.4281005859375
351.05999755859375,139.75,127.83000183105469,112.62999725341797,63.068477630615234,150.39987182617188,139.09178161621094,132.1699981689453,46.22999954223633,171.50502014160156
356.29998779296875,143.8000030517578,126.2699966430664,113.55999755859375,65.32092285,153.0164337158203,138.55641174316406,132.52000427246094,46.630001068115234,177.52508544921875
352.7600098,138.5399932861328,125.38999938964844,112.97000122070312,63.45186996459961,150.37110900878906,137.18930053710938,132.63999938964844,46.38999938964844,173.1187286376953
349.7300109863281,138.00999450683594,123.76000213623047,112.75,63.11640167236328,149.4222412109375,136.67303466796875,131.25,46.18000030517578,171.8478240966797
348.44000244140625,138.50999450683594,124.05000305175781,114.08999633789062,62.972625732421875,148.5979766845703,141.2045898,131.9499969482422,46.619998931884766,173.31939697265625
346.57000732421875,139.47999572753906,124.30000305175781,115.94000244140625,62.78092956542969,148.5308837890625,139.6080322265625,132.02000427246094,46.650001525878906,172.82608032226562
350.7600098,142.3800048828125,125.18000030517578,116.55999755859375,63.068477630615234,149.86312866210938,140.54493713378906,131.4600067138672,46.5,174.38963317871094
347.7799987792969,139.7100067138672,123.87999725341797,113.9800033569336,62.54130935668945,148.75132751464844,140.43020629882812,131.1699981689453,46.150001525878906,173.19398498535156
343.7200012207031,138.52000427246094,122.52999877929688,114.16000366210938,62.01414108276367,147.56285095214844,138.4034423828125,131.1999969482422,46.349998474121094,171.22073364257812
339.4100036621094,135.9199981689453,123.33999633789062,112.68000030517578,61.199424743652344,146.7290039,138.12619018554688,130.75,46.08000183105469,168.8628692626953
338.3599853515625,135.02000427246094,122.44000244140625,112.12000274658203,59.66584396362305,146.01974487304688,136.4340362548828,130.22000122070312,45.83000183105469,167.09030151367188
339.1400146484375,134.9199981689453,122.58000183105469,112.75,59.18660354614258,147.7257843017578,137.05545043945312,129.5,45.88999938964844,167.6588592529297
331.7600098,132.02000427246094,117.94000244140625,112.8499984741211,58.56358337402344,146.8152618408203,137.58126831054688,130.42999267578125,46.08000183105469,168.38629150390625
345.9800109863281,136.25999450683594,117.66000366210938,112.4800033569336,58.94697952270508,147.69703674316406,138.94837951660156,132.47999572753906,46.220001220703125,169.8578643798828
346.3999938964844,139.33999633789062,117.80000305175781,112.4800033569336,58.94697952270508,148.7225799560547,139.63670349121094,134.47000122070312,46.599998474121094,171.21237182617188
350.7399902,138.6699981689453,117.75,111.98999786376953,58.94697952270508,149.01011657714844,140.06692504882812,136.8800048828125,46.72999954223633,171.0702362060547
353.7699890136719,139.99000549316406,117.94000244140625,112.38999938964844,60.52848434448242,150.45736694335938,139.55067443847656,135.35000610351562,46.220001220703125,171.98159790039062
350.0299987792969,139.6300048828125,118.91999816894531,111.94000244140625,59.761695861816406,149.64268493652344,138.85276794433594,134.61000061035156,45.93000030517578,170.78594970703125
347.4800109863281,136.7899932861328,118.0999984741211,112,60.097164154052734,151.34872436523438,138.9770508,135.11000061035156,45.70000076293945,169.52340698242188
349.3800048828125,138.2100067138672,119.01000213623047,111.93000030517578,59.90546798706055,150.96534729003906,139.61758422851562,135.9499969482422,45.630001068115234,171.64715576171875
353.7399902,142.0399932861328,120.3499984741211,112.33000183105469,61.199424743652344,152.72889709472656,140.23899841308594,134.9199981689453,45.689998626708984,174.1889648
351.2099914550781,142,119.86000061035156,112.58000183105469,61.1515007,153.44773864746094,140.14340209960938,134.32000732421875,45.369998931884766,175.10870361328125
350.19000244140625,141.86000061035156,120.22000122070312,112.44999694824219,62.15791320800781,153.63941955566406,141.05162048339844,134.86000061035156,45.33000183105469,175.9698944091797
346.8999938964844,139.05999755859375,119.80999755859375,111.91999816894531,61.199424743652344,152.82473754882812,139.51242065429688,134.9499969482422,44.95000076293945,175.76922607421875
342.7900085449219,138.85000610351562,118.45999908447266,112.0199966430664,62.01414108276367,152.45094299316406,140.03823852539062,134.69000244140625,44.56999969482422,176.35450744628906
346.25,138.24000549316406,118.87000274658203,110.8499984741211,60.72018051147461,153.00685119628906,139.27342224121094,133.72000122070312,44.75999832,174.4147186279297
346.67999267578125,140.58999633789062,118.91999816894531,109.87000274658203,60.19301223754883,155.06752014160156,140.2103271484375,135.86000061035156,45.380001068115234,177.11538696289062
351.2699890136719,141.57000732421875,115.2300033569336,110.26000213623047,59.953392028808594,157.1952667236328,139.9521942138672,136.8699951171875,45.77000045776367,177.87625122070312
349.2799987792969,141.32000732421875,114.5999984741211,110.97000122070312,59.42622375488281,156.04513549804688,139.0535430908203,137.32000732421875,45.720001220703125,177.73411560058594
341.8599853515625,142.0500030517578,114.4800033569336,110.68000030517578,59.953392028808594,156.5818634033203,139.24473571777344,137.2100067138672,46.060001373291016,178.0351104736328
345.25,142.02999877929688,115.0199966430664,109.5999984741211,59.09075164794922,156.2847442626953,140.0478057861328,138.50999450683594,46.02000045776367,177.07357788085938
353.4100036621094,144.27999877929688,115.79000091552734,109.45999908447266,60.43263626098633,157.08026123046875,140.12428283691406,139.36000061035156,46.24000168,172.83444213867188
355.4599914550781,145.5399932861328,116.30000305175781,110.66999816894531,60.91188049316406,158.8246307373047,142.3996124267578,139.88999938964844,45.83000183105469,174.7909698486328
359.79998779296875,144.89999389648438,117.37999725341797,109.26000213623047,60.768104553222656,158.2495574951172,141.8068848,139.49000549316406,45.99000168,173.81271362304688
355.9599914550781,146.22000122070312,117.51000213623047,109.36000061035156,60.863956451416016,158.86297607421875,141.4340362548828,139.9600067138672,46.31999969482422,175.1923065185547
