NVDA,BAC,COST
4.983749866485596,29.899999618530273,188.32000732421875
5.3117499351501465,29.799999237060547,190.5800018310547
5.339749813079834,30.190000534057617,189.10000610351562
5.385000228881836,30.329999923706055,187.75
5.550000190734863,30.12000084,188.47999572753906
5.548500061035156,30.270000457763672,186.2899932861328
5.5920000076293945,30.549999237060547,185.4199981689453
5.6020002365112305,30.65999984741211,189.3800048828125
5.574500084,31.190000534057617,191.83999633789062
5.502749919891357,31.239999771118164,191.52999877929688
5.618000030517578,31.18000030517578,192.2899932861328
5.611000061035156,31.479999542236328,191.50999450683594
5.752749919891357,31.719999313354492,192.2899932861328
5.842249870300293,31.940000534057617,194.3800048828125
5.972750186920166,31.920000076293945,193.4199981689453
5.894999980926514,32.09000015258789,194.24000549316406
5.908750057220459,32.09000015258789,197.9499969482422
6.083250045776367,32.20000076293945,198.91000366210938
6.171249866485596,32.279998779296875,198.32000732421875
6.067999839782715,31.87999916,197.91000366210938
6.144999980926514,32,194.8699951171875
6.012499809265137,32.5,193.47000122070312
5.8379998207092285,31.950000762939453,190.99000549316406
5.34250021,30.260000228881836,182.77000427246094
5.639500141143799,31.200000762939453,185.00999450683594
5.71999979,31.25,183.19000244140625
5.438000202178955,29.739999771118164,178.61000061035156
5.802000045776367,30.329999923706055,180.72000122070312
5.700749874,31.12000084,181.05999755859375
5.8157501220703125,31.18000030517578,184.14999389648438
6.0355000495910645,32,187.35000610351562
6.162499904632568,32.209999084472656,191.47999572753906
6.0960001945495605,31.969999313354492,191.55999755859375
6.2270002365112305,31.93000030517578,188.1199951171875
6.037749767303467,31.87000084,185.75
6.053750038146973,31.690000534057617,186.58999633789062
6.148250102996826,32.029998779296875,189.80999755859375
6.1645002365112305,32.41999816894531,192.80999755859375
6.151500225067139,32.33000183105469,190.10000610351562
6.050000190734863,32.099998474121094,190.89999389648438
5.805250168,31.479999542236328,189.02999877929688
5.913499832,31.62999916,189.3300018310547
5.891250133514404,32.130001068115234,191.47999572753906
