BA,CAT,CVX,DIS,GE,HON,IBM,JNJ,KO,MMM,MRK,PG,XOM,MCD,AXP,DD,PFE,WMT,TRV,INTC
343.2200012207031,167.05999755859375,131.19000244140625,112.19000244140625,77.30201721191406,158.13455200195312,159.9808807373047,145.3300018310547,48.529998779296875,216.24581909179688,59.19847488,87.73000336,89,178.36000061035156,99.62999725341797,109.6202392578125,37.01138687133789,36.130001068115234,149.4199981689453,50.08000183105469
340.82000732421875,162.5800018310547,128.47999572753906,111.54000091552734,78.02088165283203,154.76080322265625,159.46463012695312,143.67999267578125,47.70000076293945,214.05519104003906,58.80725098,86.86000061035156,88.01000213623047,177.77000427246094,99.41000366210938,107.98347473144531,37.02087402,36.516666412353516,148.9600067138672,49.97999954223633
337.7099914550781,163.75999450683594,125.2300033569336,110.11000061035156,76.43937683105469,152.36468505859375,156.42446899414062,142.42999267578125,47.40999984741211,210.31771850585938,57.872135162353516,86.94999694824219,86.77999877929688,172.47999572753906,98.70999908447266,106.93025970458984,35.86337661743164,35.90999984741211,148.72000122070312,48.790000915527344
354.3699951171875,162.77999877929688,125.3499984741211,108.66999816894531,77.49371337890625,153.0355987548828,156.50096130371094,138.19000244140625,47.59000015258789,209.4481658935547,56.536258697509766,86.33999633789062,87.30000305175781,171.13999938964844,99.40000153,107.57072448730469,35.14231491088867,35.53333282470703,149.9199981689453,48.13999938964844
356.94000244140625,162.24000549316406,125.56999969482422,110.48999786376953,76.77484893798828,153.0164337158203,155.2581329345703,140.02000427246094,47.45000076293945,207.3076934814453,57.11832046508789,85.84999847,89.06999969482422,171.89999389648438,100,104.6103286743164,34.94307327270508,35.17333221435547,150,47.650001525878906
348.9100036621094,157.49000549316406,118.58000183105469,108.69999694824219,74.95372009277344,150.14108276367188,152.0363311767578,137.67999267578125,46.72999954223633,204.99163818359375,55.877864837646484,84.25,84.52999877929688,169.3800048828125,96.68000030517578,100.89559173583984,34.734344482421875,34.82666778564453,147.9499969482422,46.150001525878906
328.8800048828125,151.0800018310547,112.62000274658203,104.69999694824219,71.45523834228516,143.93032836914062,145.82217407226562,130.38999938964844,44.88999938964844,193.51170349121094,53.816795349121094,81.05999755859375,79.72000122070312,163.85000610351562,92.01000213623047,96.55461883544922,32.89373779296875,33.36333465576172,141.52000427246094,44.52000045776367
340.9100036621094,156.41000366210938,117.18000030517578,106.16999816894531,73.1805191,145.10922241210938,148.50860595703125,131.8300018310547,44.66999816894531,195.34280395507812,52.91984558105469,82.37999725341797,78.34999847,165.17999267578125,94.18000030517578,102.31886291503906,33.47248458862305,33.633331298828125,140.85000610351562,44.90999984741211
348.1199951171875,154.33999633789062,115.29000091552734,104.76000213623047,73.08467102050781,144.90794372558594,147.08413696289062,131.4199981689453,44.560001373291016,194.97491455078125,53.32061004638672,81.83999633789062,76.94000244140625,165.7100067138672,93.61000061035156,100.48284149169922,33.18785477,34.28333282470703,142.13999938964844,45.20000076293945
329.6600036621094,145.99000549316406,112.30000305175781,101.3499984741211,69.25071716308594,139.95277404785156,141.09942626953125,126.36000061035156,43.099998474121094,186.3628692626953,52.22328186035156,80.22000122070312,76.06999969482422,158.97000122070312,88.33999633789062,97.08123016357422,31.907020568847656,33.34000015258789,135.00999450683594,42.75
332.8299865722656,149.2100067138672,113.5,103.08999633789062,71.59901428222656,141.75465393066406,142.93499755859375,129.52999877929688,43.130001068115234,188.30267333984375,52.356868743896484,79.91999816894531,75.77999877929688,160.8000030517578,91.72000122070312,98.88877868652344,32.40986633300781,33.12333297729492,137.0800018310547,43.95000076293945
343.79998779296875,152.2899932861328,113.9800033569336,103.38999938964844,71.02392578,143.25941467285156,144.7418670654297,130.27000427246094,43.970001220703125,191.63043212890625,52.89122009277344,81.33000183105469,76.41999816894531,163.89999389648438,94.69999694824219,102.24769592285156,32.88425064086914,33.18333435058594,138.13999938964844,44.83000183105469
343.1600036621094,153.97000122070312,113.29000091552734,104.12000274658203,70.30505371,142.32972717285156,144.12045288085938,129.9600067138672,44.189998626708984,193.44480895996094,52.385494232177734,81.5,76.30000305175781,162.39999389648438,94.55999755859375,100.69633483886719,33.149906158447266,33.65999984741211,138.5800018310547,44.459999084472656
344.8500061035156,158.05999755859375,113.62999725341797,104.5999984741211,71.40731811523438,144.13160705566406,147.95411682128906,129.6699981689453,44.099998474121094,193.9799346923828,52.385494232177734,80.68000030517578,76.45999908447266,159.99000549316406,96.23000336,101.5218276977539,33.38709641,33.900001525878906,140.60000610351562,45.380001068115234
356.4599914550781,159.97999572753906,112.52999877929688,105.18000030517578,71.16769409179688,147.0452880859375,149.14913940429688,131.22999572753906,44.779998779296875,196.3795928955078,53.42557144165039,82.41000366210938,76.20999908447266,160.77999877929688,96.55999755859375,102.26193237304688,33.880455017089844,34.40999984741211,140.8800048828125,45.91999816894531
355.0400085449219,156.2899932861328,112.13999938964844,106.52999877929688,72.12618255615234,147.62994384765625,149.31166076660156,133.14999389648438,44.97999954223633,197.88461303710938,53.711830139160156,82.59999847,76.54000091552734,157.7899932861328,96.79000091552734,102.40425872802734,34.402278900146484,34.926666259765625,141.16000366210938,45.560001373291016
353.3500061035156,155.55999755859375,110.9800033569336,105.9800033569336,70.64052582,147.92706298828125,148.33651733398438,130.8699951171875,43.99000168,196.5468292236328,52.461830139160156,81.33999633789062,75.75,157.16000366210938,97.19000244140625,101.93457794189453,34.16508483886719,31.37000084,139.07000732421875,46.31999969482422
352.3699951171875,155.22999572753906,109.05999755859375,105.05000305175781,69.44242095947266,147.64910888671875,147.18930053710938,129.91000366210938,43.34000015258789,194.13043212890625,52.05152512,80.23999786376953,74.88999938964844,158.63999938964844,97.5,100.99522399902344,33.927894592285156,30.50666618347168,138.5399932861328,45.939998626708984
355.9200134277344,158.86000061035156,109.88999938964844,105.23999786376953,70.06543731689453,146.9398651123047,146.44358825683594,129.91000366210938,43.52000045776367,197.3244171142578,52.07061004638672,80.83999633789062,75.86000061035156,160.66000366210938,97.34999847,102.37579345703125,33.90891647338867,30.92333221435547,137.63999938964844,45.79999923706055
356.6600036621094,162.41000366210938,112.58999633789062,107.25,69.44242095947266,148.67465209960938,148.68069458007812,132.02000427246094,44.040000915527344,198.17726135253906,52.356868743896484,81.05000305175781,77.52999877929688,163.05999755859375,98.80000305175781,104.26874542236328,34.402278900146484,30.963333129882812,139.74000549316406,47.72999954223633
363.4800109863281,163.69000244140625,114.5999984741211,109.80999755859375,70.20920563,149.9973145,151.6061248779297,132.07000732421875,44.029998779296875,204.13043212890625,53.492366790771484,81.62999725341797,78.83999633789062,163.5800018310547,101.63999938964844,105.40735626220703,35.189754486083984,31.040000915527344,142.5800018310547,49.11000061035156
364.6400146484375,161.25999450683594,113.61000061035156,104.87000274658203,69.49034118652344,147.52452087402344,149.66539001464844,131.6699981689453,43.619998931884766,201.32107543945312,52.213741302490234,80.54000091552734,77.5,160.66000366210938,99.58000183105469,102.98780059814453,34.91461181640625,30.50666618347168,141.5399932861328,49.90999984741211
362.2099914550781,154.6300048828125,111.91999816894531,103.16000366210938,67.62129211425781,144.83126831054688,148.9770508,129.8800048828125,43.220001220703125,196.9147186279297,51.73664093017578,78.51999664,75.73999786376953,157.74000549316406,97.51000213623047,100.05586242675781,34.44971466064453,30.003332138061523,139,49.290000915527344
349.69000244140625,150.22999572753906,112.04000091552734,102.56999969482422,67.18997192382812,141.09332275390625,147.04588317871094,127.27999877929688,43.43000030517578,193.4281005859375,51.24045944213867,78.69999694824219,75.19999694824219,155.6999969482422,95.13999938964844,97.86402893066406,33.80455399,29.69333267211914,138.97000122070312,47.84000015258789
344.6700134277344,146.3800048828125,111.63999938964844,102.98999786376953,67.66921234,141.98468017578125,147.69598388671875,128.82000732421875,43.720001220703125,192.61705017089844,51.87022781,79.5,75.55000305175781,148.27000427246094,95.59999847,97.39434814453125,34.108158111572266,29.59000015258789,137.8800048828125,48.97999954223633
352.75,151.1199951171875,113.1500015258789,103.41000366210938,69.10694885253906,142.3393096923828,150.0478057861328,129.7899932861328,43.88999938964844,194.65719604492188,51.90839767456055,80.29000091552734,76.26999664,151.02999877929688,96.66000366210938,99.14497375488281,34.26945114135742,29.99333381652832,139.5800018310547,49.75
348.9200134277344,153.75,113.6500015258789,104.94000244140625,70.16128540039062,143.12522888183594,148.87188720703125,128.22000122070312,43.93000030517578,195.36788940429688,51.81297684,80.01999664,76.18000030517578,151.1999969482422,96.06999969482422,100.75326538085938,34.041744232177734,29.68666648864746,141.38999938964844,50.709999084472656
347.0400085449219,151.50999450683594,113.83999633789062,103.58999633789062,69.53826904296875,144.1603546142578,151.35755920410156,129.0399932861328,43.81999969482422,196.9648895263672,51.975189208984375,79.16000366210938,74.26000213623047,152.3800048828125,95.63999938964844,99.87083435058594,34.08918380737305,29.246667861938477,138.8800048828125,51.31999969482422
348.7300109863281,153.58999633789062,113.3499984741211,104.02999877929688,69.58618927001953,144.9462891,149.34034729003906,132.05999755859375,44.45000076293945,197.60870361328125,52.25190734863281,79.97000122070312,74.12000274658203,154.44000244140625,96.58999633789062,100.45437622070312,34.629981994628906,29.30666732788086,139.6699981689453,50.74000168
354.5199890136719,158.25,117.22000122070312,104.7300033569336,71.59901428222656,147.80245971679688,152.30401611328125,133.8000030517578,44.81999969482422,201.7976531982422,52.614505767822266,80.29000091552734,74.55999755859375,157.24000549316406,99.05000305175781,102.80277252197266,34.886146545410156,29.573333740234375,142.3000030517578,52.189998626708984
344.19000244140625,154.5,116.79000091552734,105.16999816894531,72.36580657958984,145.9047393798828,153.2122344970703,132.6300048828125,44.529998779296875,200.50167846679688,52.82442855834961,79.86000061035156,75.23999786376953,157.74000549316406,97.66999816894531,101.53606414794922,34.734344482421875,29.356666564941406,141.49000549316406,51.52000045776367
338.6700134277344,153.69000244140625,116.45999908447266,103.7300033569336,69.15486907958984,145.20506286621094,152.31358337402344,134.35000610351562,44.56999969482422,198.6371307373047,52.83396911621094,79.72000122070312,74.52999877929688,158.22000122070312,95.37000274658203,100.44014739990234,34.86717224121094,29.433332443237305,140.69000244140625,51.779998779296875
330.2600098,152.5399932861328,115.12999725341797,103.9000015258789,68.38808441,144.16995239257812,151.16635131835938,132.32000732421875,43.779998779296875,195.8946533203125,52.290077209472656,79,73.59999847,158.24000549316406,94.52999877929688,98.19138336,34.487667083740234,29.22333335876465,139.52000427246094,51.86000061035156
329.9800109863281,154.57000732421875,115.58000183105469,103.23999786376953,68.81940460205078,144.79293823242188,152.5908203,133.05999755859375,43.66999816894531,197.21571350097656,52.71946716308594,78.66999816894531,74.41999816894531,161.61000061035156,94.38999938964844,96.61154938,34.70588302612305,29.170000076293945,140.47000122070312,50.880001068115234
330.4700012207031,156.4600067138672,115.4000015258789,102.87000274658203,68.57978057861328,145.4734344482422,153.2122344970703,133.67999267578125,43.459999084472656,198.3444824,53.12022781,78.97000122070312,75.12000274658203,162.36000061035156,95.61000061035156,96.72541046142578,34.89563751220703,29.72333335876465,141.32000732421875,51.16999816894531
331.7600098,152.14999389648438,113.88999938964844,101.4800033569336,67.42959594726562,143.95909118652344,150.43020629882812,130.24000549316406,43.25999832,193.61204528808594,52.127864837646484,78.66000366210938,74.15000153,159.00999450683594,94.83999633789062,94.73283386230469,34.468692779541016,29.149999618530273,140.02000427246094,50.83000183105469
337.6300048828125,154.05999755859375,114.5,101.3499984741211,65.36884307861328,144.22744750976562,149.33078002929688,131.2100067138672,43.15999984741211,194.35618591308594,52.13740539550781,78.30999755859375,73.98999786376953,159.3800048828125,94.94999694824219,94.49087524414062,34.468692779541016,29.316667556762695,141.47999572753906,51.54999923706055
337.1000061035156,155.8000030517578,117.04000091552734,101.81999969482422,66.51902770996094,145.07089233398438,149.7992401123047,131.19000244140625,43,195.76922607421875,52.185115814208984,77.04000091552734,75.04000091552734,158.66000366210938,94.73999786376953,95.97107696533203,34.411766052246094,29.393333435058594,141.10000610351562,51.560001373291016
319.6099853515625,146.89999389648438,113.69999694824219,100.5999984741211,63.97903823852539,140.77703857421875,145.4015350341797,127.37999725341797,42.75999832,186.59698486328125,51.64122009277344,76.41000366210938,73.5,157.0399932861328,91.41000366210938,93.39495849609375,33.776092529296875,29.046667098999023,138.14999389648438,50.83000183105469
321,144.2899932861328,112.9800033569336,98.54000091552734,62.63715744018555,137.3266143798828,142.34225463867188,125.0999984741211,42.33000183105469,180.0668945,50.963741302490234,75.91000366210938,72.88999938964844,154.97999572753906,90.44999694824219,89.75138854980469,32.72296142578125,28.47333335876465,134.89999389648438,49.36000061035156
328.9700012207031,149.19000244140625,115.3499984741211,100.6500015258789,61.77451705932617,140.83453369140625,146.6252441,127.38999938964844,42.689998626708984,184.14715576171875,51.564884185791016,76.41000366210938,74,158.00999450683594,92.62000274658203,91.77243041992188,33.244781494140625,29.166667938232422,138.22000122070312,52.47999954223633
321.1199951171875,146.99000549316406,114.66000366210938,99.36000061035156,64.41035461425781,138.3425750732422,145.2294464111328,127.20999908447266,42.88999938964844,180.49331665039062,51.288169860839844,77.79000091552734,73.69999694824219,157.47999572753906,91.41999816894531,90.57688903808594,33.21632004,28.683332443237305,136.75,51.189998626708984
320.0199890136719,145.16000366210938,112.0999984741211,98.54000091552734,65.56053924560547,137.3074493408203,145.8126220703125,127.44999694824219,43.31999969482422,181.0535125732422,52.566795349121094,78.83999633789062,72.80999755859375,158.41000366210938,92.20999908447266,88.82626342773438,33.49146270751953,29.25666618347168,138.7899932861328,49.599998474121094
327.8800048828125,147.3800048828125,114.04000091552734,100.44000244140625,64.60205841064453,138.50550842285156,146.68260192871094,128.14999389648438,43.43000030517578,183.54515075683594,51.975189208984375,79.27999877929688,74.61000061035156,156.3800048828125,93.27999877929688,90.67651367,33.67172622680664,29.656667709350586,138.86000061035156,52.08000183105469
322.44000244140625,143.88999938964844,112.23999786376953,98.66000366210938,62.87677764892578,136.51193237304688,143.47036743164062,124.55999755859375,42.66999816894531,177.7759246826172,50.83015441894531,77.40000153,73.22000122070312,157.72000122070312,91,88.29965209960938,33.254268646240234,28.516666412353516,134.83999633789062,48.91999816894531
330.82000732421875,145.05999755859375,114.83000183105469,99.41999816894531,62.92470169067383,138.26589965820312,143.26004028320312,128.35000610351562,43.380001068115234,180.8779297,51.61259460449219,78.45999908447266,75.01999664,160.39999389648438,92.73999786376953,90.12143707,33.851993560791016,28.933332443237305,136.99000549316406,49.75
327.44000244140625,145.17999267578125,114.4800033569336,100.94999694824219,63.64356613,138.82179260253906,147.34225463867188,130.41000366210938,44.24000168,181.90635681152344,52.04198455810547,79.05000305175781,74.87000274658203,161.72999572753906,93.58000183105469,90.6480484,34.27893829345703,29.073333740234375,138.6300048828125,49.99000168
336.3999938964844,148.1300048828125,117.29000091552734,102.11000061035156,64.36243438720703,140.3169708251953,147.25621032714844,130.7100067138672,44.400001525878906,182.83444213867188,52.03244400024414,78.80000305175781,76.01999664,163.9499969482422,94.19999694824219,93.13877106,33.89942932128906,29.270000457763672,139.2899932861328,50.380001068115234
326.1199951171875,142.99000549316406,114.76000213623047,100.3499984741211,62.5892334,136.80905151367188,143.94837951660156,128.10000610351562,43.91999816894531,177.4665527,50.91603088378906,78.43000030517578,74.87000274658203,161.25,91.91000366210938,90.67651367,33.36812210083008,28.89666748046875,137.25,48.790000915527344
322.4800109863281,143.0800018310547,115.9800033569336,99.69999694824219,61.48697280883789,136.8953094482422,145.9751434326172,129.47999572753906,43.83000183105469,177.93478393554688,53.58778762817383,78.16000366210938,74.87000274658203,161.22999572753906,92.13999938964844,90.6480484,33.64326477050781,28.760000228881836,137.22999572753906,49.54999923706055
334.8299865722656,148.08999633789062,118.8499984741211,101.37000274658203,62.54130935668945,139.5789794921875,148.55641174316406,130.25,43.99000168,181.42140197753906,53.902671813964844,78.37000274658203,77.06999969482422,162.77000427246094,93,93.77924346923828,34.108158111572266,28.816667556762695,137.86000061035156,51.27000045776367
327.3599853515625,146.7899932861328,119.25,100.80000305175781,62.15791320800781,138.28506469726562,148.52772521972656,129.6300048828125,43.99000168,179.2056884765625,53.625953674316406,78.26999664,77.43000030517578,163.33999633789062,91.59999847,92.12825012207031,33.956356048583984,28.636667251586914,136.58999633789062,51.099998474121094
337.4800109863281,150.13999938964844,119.2300033569336,100.38999938964844,63.16432571411133,140.38406372070312,151.11854553222656,130.42999267578125,44.029998779296875,180.9531707763672,54.14122009277344,77.79000091552734,77.22000122070312,161.6199951171875,93.34999847,94.60473633,34.45920181274414,28.476667404174805,137.2899932861328,52.720001220703125
329.2799987792969,150.22999572753906,119.91999816894531,100.3499984741211,64.64997863769531,140.04861450195312,149.8183594,130.6199951171875,44.50999832,180.20066833496094,54.55152512,78.37000274658203,77.83999633789062,161.72999572753906,93.02999877929688,94.17775726,34.45920181274414,28.67333221435547,136.2899932861328,51.86000061035156
331.7699890136719,152.13999938964844,120.69999694824219,100.23999786376953,63.88319016,140.65243530273438,150.9464569091797,131.75999450683594,44.68000030517578,182.02340698242188,55.963741302490234,78.61000061035156,78.54000091552734,161.6300048828125,93.59999847,95.37330627441406,34.658443450927734,28.946666717529297,137.5500030517578,52.400001525878906
336.7200012207031,153.30999755859375,121.45999908447266,102.16999816894531,66.08770751953125,142.5214080810547,153.83364868164062,130.5399932861328,44.880001068115234,184.02174377441406,56.55534362792969,78.43000030517578,78.33000183105469,162.5500030517578,93.86000061035156,96.14186859,34.468692779541016,29.299999237060547,137.33999633789062,53.540000915527344
341,155.9499969482422,123.81999969482422,101.20999908447266,65.46469879,143.1635742,142.2466583251953,127.72000122070312,44.50999832,183.54515075683594,56.22137451171875,78.19999694824219,79.22000122070312,161.80999755859375,95.15000153,96.86773681640625,34.62049484,29.190000534057617,136.47000122070312,53.61000061035156
340.6400146484375,155.6999969482422,123.70999908447266,100.88999938964844,67.04619598388672,141.9750977,141.2045898,127.55000305175781,44.310001373291016,182.98495483398438,55.95419692993164,74.94999694824219,79.41999816894531,159.52999877929688,102.37000274658203,94.69013977050781,34.658443450927734,29.296667098999023,136.58999633789062,52.220001220703125
338.6700134277344,153.25,122.30999755859375,100.23999786376953,69.68203735351562,144.31370544433594,138.52772521972656,126.66000366210938,43.74000168,182.06521606445312,56.135494232177734,73.80000305175781,79,158.77000427246094,100.79000091552734,93.99273681640625,34.75332260131836,28.99333381652832,136.83999633789062,51.529998779296875
338.8399963378906,153.99000549316406,123.58000183105469,100.1500015258789,69.58618927001953,142.44473266601562,139.4455108642578,126.83000183105469,43.97999954223633,180.50167846679688,57.49045944213867,73,79.56999969482422,158.99000549316406,100.61000061035156,93.36649322509766,34.91461181640625,28.700000762939453,137.22999572753906,51.099998474121094
329.05999755859375,144.44000244140625,122.54000091552734,99.45999908447266,70.35298156738281,141.1029052734375,139.15870666503906,126.19000244140625,43.06999969482422,168.1688995361328,57.33778762817383,72.5,78.34999847,157.32000732421875,100.44000244140625,89.92218017578125,35.16128921508789,28.843332290649414,132.8800048828125,51.45000076293945
342.8599853515625,145.19000244140625,122.72000122070312,101.1500015258789,67.33374786376953,140.94955444335938,139.52198791503906,126.76000213623047,42.43000030517578,166.25418090820312,56.89885330200195,72.30000305175781,79.5,155.94000244140625,98.77999877929688,90.57688903808594,34.800758361816406,29.05666732788086,132.22000122070312,51.380001068115234
342.7900085449219,146.30999755859375,124.22000122070312,99.83999633789062,68.91525268554688,140.7003631591797,140.26768493652344,128.00999450683594,42.75,164.7909698486328,56.68893051147461,72.75,80.86000061035156,158.89999389648438,100.2300033569336,91.14619445800781,34.96204758,29.31333351135254,132.9499969482422,53.04999923706055
340.8800048828125,144.72000122070312,126.62000274658203,99.23000336,68.91525268554688,140.8249512,140.03823852539062,128.27000427246094,43.310001373291016,163.9799346923828,56.74618148803711,72.80999755859375,77.79000091552734,158.3000030517578,99.61000061035156,91.54470825195312,35.10436248779297,29.09666633605957,133.19000244140625,52.72999954223633
333.55999755859375,144.36000061035156,125.11000061035156,100.33000183105469,67.42959594726562,138.66844177246094,138.5850830078125,126.48999786376953,43.209999084472656,162.5334473,56.17366409301758,72.33999633789062,77.75,167.44000244140625,98.75,90.00757598876953,34.734344482421875,29.48666763305664,131.60000610351562,51.619998931884766
329.5400085449219,144.4199981689453,124.86000061035156,100.05999755859375,67.33374786376953,138.50550842285156,138.62332153320312,126.01000213623047,42.59000015258789,163.06019592285156,55.32442855834961,71.95999908447266,76.94999694824219,163.44000244140625,98.58000183105469,89.75138854980469,33.58633804321289,29.136667251586914,131.08999633789062,53.33000183105469
324.19000244140625,143.86000061035156,125.48999786376953,99.62000274658203,67.95676422,137.03907775878906,136.1854705810547,123.5,42.060001373291016,162.6254119873047,54.67557144165039,70.94000244140625,76.80000305175781,160.67999267578125,97.62999725341797,90.36339569091797,33.10246658325195,28.780000686645508,128.32000732421875,52.310001373291016
330.69000244140625,143.77999877929688,126.01000213623047,98.76000213623047,66.75865173339844,137.40328979492188,135.74569702148438,123.02999877929688,41.88999938964844,163.61204528808594,54.89503860473633,71.36000061035156,76.54000091552734,160.0800018310547,97.13999938964844,90.33493041992188,32.97912598,28.74333381652832,127.30999755859375,52.279998779296875
334.42999267578125,146.3699951171875,125.52999877929688,101.1500015258789,67.57336426,137.91127014160156,137.58126831054688,124.19000244140625,42.36000061035156,166.6889648,55.10496139526367,72.43000030517578,76.90000153,165.02999877929688,98.34999847,91.7582016,33.05502700805664,29.176666259765625,129.7100067138672,52.779998779296875
340.42999267578125,149.82000732421875,124.94000244140625,102.4800033569336,67.42959594726562,138.17005920410156,136.92160034179688,123.58999633789062,42.13999938964844,167.44146728515625,54.75190734863281,71.98000336,77.73999786376953,165,98.58000183105469,92.39867401123047,33.14041519165039,28.489999771118164,128.99000549316406,53.33000183105469
338.3699951171875,149.92999267578125,126.56999969482422,101.79000091552734,68.38808441,138.2371368408203,136.71128845214844,122.61000061035156,41.810001373291016,168.67892456054688,54.16030502319336,71.44000244140625,78.08999633789062,164.77000427246094,99.73999786376953,91.41661834716797,33.18785477,28.579999923706055,128.66000366210938,53.630001068115234
344.5,152.61000061035156,128.72000122070312,99.97000122070312,70.06543731689453,139.6364746,136.3384246826172,123.51000213623047,41.779998779296875,170.0836181640625,55.29580307006836,72.37000274658203,79.93000030517578,164.24000549316406,100.5,93.97850036621094,33.36812210083008,27.68666648864746,129.75,54.34000015258789
