BA,CAT,CVX,DIS,GE
340.6400146484375,155.6999969482422,123.70999908447266,100.88999938964844,67.04619598388672
338.6700134277344,153.25,122.30999755859375,100.23999786376953,69.68203735351562
338.8399963378906,153.99000549316406,123.58000183105469,100.1500015258789,69.58618927001953
329.05999755859375,144.44000244140625,122.54000091552734,99.45999908447266,70.35298156738281
342.8599853515625,145.19000244140625,122.72000122070312,101.1500015258789,67.33374786376953
342.7900085449219,146.30999755859375,124.22000122070312,99.83999633789062,68.91525268554688
340.8800048828125,144.72000122070312,126.62000274658203,99.23000336,68.91525268554688
333.55999755859375,144.36000061035156,125.11000061035156,100.33000183105469,67.42959594726562
329.5400085449219,144.4199981689453,124.86000061035156,100.05999755859375,67.33374786376953
324.19000244140625,143.86000061035156,125.48999786376953,99.62000274658203,67.95676422
330.69000244140625,143.77999877929688,126.01000213623047,98.76000213623047,66.75865173339844
334.42999267578125,146.3699951171875,125.52999877929688,101.1500015258789,67.57336426
340.42999267578125,149.82000732421875,124.94000244140625,102.4800033569336,67.42959594726562
338.3699951171875,149.92999267578125,126.56999969482422,101.79000091552734,68.38808441
344.5,152.61000061035156,128.72000122070312,99.97000122070312,70.06543731689453
344.07000732421875,153.97000122070312,128.82000732421875,101.68000030517578,70.40090179
342.4599914550781,154.86000061035156,129.83999633789062,102.06999969482422,69.96958923339844
344.5899963378906,155.27999877929688,130.38999938964844,102.44000244140625,70.49675750732422
342.1199951171875,152.58999633789062,129.74000549316406,102.91999816894531,70.49675750732422
340.9700012207031,153.8000030517578,129.55999755859375,105.04000091552734,72.03033447265625
344.1400146484375,153.69000244140625,129.4600067138672,104.33999633789062,72.03033447265625
351.2300109863281,155.7100067138672,127.86000061035156,103.93000030517578,71.74279022216797
363.9200134277344,158.9199981689453,129.3699951171875,104.05999755859375,73.13259125
355.0199890136719,156.1999969482422,128.22999572753906,104.06999969482422,73.27636719
359.2099914550781,157.74000549316406,128.6999969482422,102.88999938964844,67.95676422
359,157.6999969482422,126.61000061035156,102.11000061035156,69.96958923339844
360.0899963378906,155.85000610351562,122.19000244140625,102.19999694824219,70.11335754394531
352.4800109863281,153.6199951171875,121.38999938964844,99.69000244140625,67.95676422
358.19000244140625,155.4600067138672,125.16000366210938,99.98000336,67.90883636
352.1600036621094,151.91000366210938,124.30000305175781,99.47000122070312,67.47751617
356.7200012207031,153.52000427246094,123.8499984741211,99.36000061035156,67.57336426
360.7300109863281,152.5,122.26000213623047,100.23999786376953,65.70431518554688
360.1000061035156,153.00999450683594,122.7300033569336,99.94000244140625,66.13563537597656
371.55999755859375,156.50999450683594,123.37999725341797,101.91000366210938,65.36884307861328
368.5299987792969,156.2899932861328,126.95999908447266,102.47000122070312,66.03978729248047
369.5,155.32000732421875,126.44000244140625,103.9800033569336,66.75865173339844
370.94000244140625,156.3000030517578,127.55999755859375,104.3499984741211,66.99827575683594
370.6199951171875,157.49000549316406,127.08000183105469,104.33000183105469,66.99827575683594
363.8500061035156,154.7100067138672,127.06999969482422,106.30999755859375,66.56695556640625
362.4200134277344,153.13999938964844,126.51000213623047,108.75,65.36884307861328
357.8800048828125,150.02000427246094,124.04000091552734,108.8499984741211,63.739418029785156
354.7399902,148.67999267578125,125.97000122070312,107.05999755859375,63.26017379760742
341.1199951171875,143.3000030517578,125.54000091552734,106.0999984741211,62.06206512451172
342.69000244140625,143.1300048828125,125.29000091552734,107.1500015258789,61.726593017578125
337.6600036621094,139.52999877929688,122.58999633789062,105.88999938964844,61.1515007
338.9100036621094,139.94000244140625,125.0999984741211,106.33999633789062,62.54130935668945
331.20001220703125,136.5800018310547,122.61000061035156,104.44999694824219,61.10357666015625
331.29998779296875,135.5399932861328,124.16000366210938,104.26000213623047,65.84809112548828
329.82000732421875,134.61000061035156,126,103.95999908447266,66.90242767333984
334.6499938964844,136.02999877929688,125.66000366210938,104.7699966430664,66.27941131591797
335.5100098,135.6699981689453,126.43000030517578,104.80999755859375,65.22507477
336.0799865722656,136.2899932861328,124.25,105.33000183105469,64.07489013671875
332.92999267578125,133.8300018310547,124.7300033569336,104.04000091552734,64.07489013671875
333.17999267578125,135.80999755859375,123.9800033569336,105.33999633789062,64.36243438720703
334.6400146484375,135.41000366210938,124.13999938964844,104.77999877929688,66.37525939941406
341.9200134277344,140.97000122070312,125.98999786376953,106.0199966430664,66.85449981689453
347.1600036621094,141.25,127.58999633789062,106.02999877929688,67.90883636
340.6000061035156,136.75999450683594,123.5199966430664,108.04000091552734,67.04619598388672
346.0299987792969,139.4199981689453,124.26000213623047,108.25,67.04619598388672
350.7900085449219,140.75,124.04000091552734,110,66.56695556640625
356.1000061035156,138.0800018310547,122.9800033569336,110.19999694824219,66.61488342285156
356.8800048828125,138.9499969482422,121.91000366210938,110.30000305175781,65.60846710205078
360.2300109863281,141.1199951171875,121.52999877929688,110.69000244140625,65.89601135253906
355.3299865722656,139.4199981689453,121.66999816894531,112.12999725341797,65.80016326904297
354.8999938964844,136.82000732421875,122.2699966430664,111.4800033569336,62.87677764892578
353.2699890136719,136.27999877929688,121.33000183105469,111.08999633789062,62.253761291503906
358.2699890136719,137.97000122070312,123.8499984741211,110.69999694824219,62.87677764892578
355.9200134277344,140.47999572753906,124.9000015258789,111.18000030517578,62.828853607177734
359.32000732421875,142.5800018310547,123.94999694824219,113.51000213623047,63.02055358886719
360.6499938964844,142.55999755859375,125.97000122070312,112.62000274658203,62.5892334
351.05999755859375,139.75,127.83000183105469,112.62999725341797,63.068477630615234
356.29998779296875,143.8000030517578,126.2699966430664,113.55999755859375,65.32092285
352.7600098,138.5399932861328,125.38999938964844,112.97000122070312,63.45186996459961
349.7300109863281,138.00999450683594,123.76000213623047,112.75,63.11640167236328
348.44000244140625,138.50999450683594,124.05000305175781,114.08999633789062,62.972625732421875
346.57000732421875,139.47999572753906,124.30000305175781,115.94000244140625,62.78092956542969
350.7600098,142.3800048828125,125.18000030517578,116.55999755859375,63.068477630615234
347.7799987792969,139.7100067138672,123.87999725341797,113.9800033569336,62.54130935668945
343.7200012207031,138.52000427246094,122.52999877929688,114.16000366210938,62.01414108276367
339.4100036621094,135.9199981689453,123.33999633789062,112.68000030517578,61.199424743652344
338.3599853515625,135.02000427246094,122.44000244140625,112.12000274658203,59.66584396362305
339.1400146484375,134.9199981689453,122.58000183105469,112.75,59.18660354614258
331.7600098,132.02000427246094,117.94000244140625,112.8499984741211,58.56358337402344
345.9800109863281,136.25999450683594,117.66000366210938,112.4800033569336,58.94697952270508
346.3999938964844,139.33999633789062,117.80000305175781,112.4800033569336,58.94697952270508
350.7399902,138.6699981689453,117.75,111.98999786376953,58.94697952270508
353.7699890136719,139.99000549316406,117.94000244140625,112.38999938964844,60.52848434448242
350.0299987792969,139.6300048828125,118.91999816894531,111.94000244140625,59.761695861816406
347.4800109863281,136.7899932861328,118.0999984741211,112,60.097164154052734
349.3800048828125,138.2100067138672,119.01000213623047,111.93000030517578,59.90546798706055
353.7399902,142.0399932861328,120.3499984741211,112.33000183105469,61.199424743652344
351.2099914550781,142,119.86000061035156,112.58000183105469,61.1515007
350.19000244140625,141.86000061035156,120.22000122070312,112.44999694824219,62.15791320800781
346.8999938964844,139.05999755859375,119.80999755859375,111.91999816894531,61.199424743652344
342.7900085449219,138.85000610351562,118.45999908447266,112.0199966430664,62.01414108276367
346.25,138.24000549316406,118.87000274658203,110.8499984741211,60.72018051147461
346.67999267578125,140.58999633789062,118.91999816894531,109.87000274658203,60.19301223754883
351.2699890136719,141.57000732421875,115.2300033569336,110.26000213623047,59.953392028808594
349.2799987792969,141.32000732421875,114.5999984741211,110.97000122070312,59.42622375488281
341.8599853515625,142.0500030517578,114.4800033569336,110.68000030517578,59.953392028808594
345.25,142.02999877929688,115.0199966430664,109.5999984741211,59.09075164794922
353.4100036621094,144.27999877929688,115.79000091552734,109.45999908447266,60.43263626098633
355.4599914550781,145.5399932861328,116.30000305175781,110.66999816894531,60.91188049316406
359.79998779296875,144.89999389648438,117.37999725341797,109.26000213623047,60.768104553222656
355.9599914550781,146.22000122070312,117.51000213623047,109.36000061035156,60.863956451416016
363.5799865722656,149.07000732421875,118.12999725341797,109.52999877929688,60.67225646972656
365.2200012207031,152.75999450683594,119.51000213623047,109.79000091552734,61.63074493408203
367.4599914550781,156,119.41999816894531,111.62000274658203,59.71377182006836
372.2300109863281,156.3800048828125,121.12999725341797,110.4000015258789,58.32396317
367.9899902,154,122.62000274658203,112.7699966430664,56.263214111328125
367.2300109863281,154.08999633789062,123.37000274658203,113.62999725341797,54.01076889038086
365.0299987792969,153.1699981689453,121.94999694824219,115.20999908447266,54.58586120605469
367.3900146484375,152.47000122070312,122.47000122070312,116.04000091552734,55.25680160522461
371.8999938964844,152.49000549316406,122.27999877929688,116.94000244140625,54.10661697387695
382.2900085449219,152.27999877929688,124.38999938964844,116.23999786376953,57.94056701660156
386.3699951171875,154.82000732421875,124.73999786376953,117.66000366210938,59.04282760620117
392.29998779296875,158.22000122070312,125.30999755859375,116.91000366210938,59.80961990356445
389.9899902,156.75,124.94999694824219,116.12999725341797,60.67225646972656
386.4700012207031,153.30999755859375,125.33000183105469,114.77999877929688,63.16432571411133
385.7699890136719,153.35000610351562,124.83999633789062,116.0199966430664,65.22507477
385.44000244140625,149.4600067138672,126.81999969482422,116.88999938964844,64.93753051757812
367.4700012207031,143.72000122070312,122.5999984741211,112.86000061035156,63.64356613
358.1099853515625,140.97000122070312,118.43000030517578,111.1500015258789,60.95980453491211
360.1099853515625,142.07000732421875,117.7699966430664,112.61000061035156,59.04282760620117
358.8800048828125,141.8000030517578,116.94000244140625,113.44000244140625,58.22811508178711
368.25,143.7100067138672,117.51000213623047,116.19000244140625,57.98849105834961
365.5,141.33999633789062,117.29000091552734,117.12999725341797,58.41981125
359.3500061035156,135.8000030517578,117.47000122070312,116.18000030517578,59.33037567138672
356.2600098,131.32000732421875,118.13999938964844,118.9000015258789,60.19301223754883
355.9800109863281,128.7100067138672,117.20999908447266,118.2699966430664,59.33037567138672
350.04998779296875,118.9800033569336,113.4000015258789,117.8499984741211,60.81602859
354.6499938964844,112.33999633789062,110.20999908447266,111.61000061035156,58.32396317
363.7699890136719,115.62999725341797,111.58000183105469,114.16000366210938,56.55076217651367
359.2699890136719,115.05000305175781,111.52999877929688,113.19000244140625,54.15454102
335.5899963378906,113.9800033569336,108.93000030517578,113.04000091552734,53.48360061645508
349.9100036621094,117.45999908447266,110.8499984741211,114.76000213623047,48.78701400756836
354.8599853515625,121.31999969482422,111.6500015258789,114.83000183105469,48.40361785888672
363.07000732421875,124.69999694824219,111.16999816894531,116.0999984741211,45.91154861450195
357.75,125.79000091552734,114.7300033569336,115.18000030517578,44.52174377441406
361.9800109863281,126.41000366210938,118.94000244140625,115.44999694824219,44.473819732666016
366.4700012207031,129.3300018310547,118.9000015258789,116.70999908447266,45.14476013183594
372.0199890136719,135.10000610351562,120.87000274658203,117.05000305175781,44.090423583984375
370.7699890136719,131.38999938964844,119.36000061035156,116,43.61117935180664
369.3399963378906,126.91000366210938,119.51000213623047,118,41.11911392211914
357.0299987792969,125,117.38999938964844,116.69999694824219,38.29157638549805
349.5100098,125.95999908447266,115.3499984741211,116.8499984741211,41.26288604736328
344.7200012207031,125.0999984741211,115.72000122070312,117.12000274658203,39.873077392578125
341.57000732421875,129.4199981689453,116.94999694824219,117.11000061035156,39.154212951660156
335.95001220703125,129.9600067138672,119.05999755859375,116.19000244140625,38.43534851074219
320.94000244140625,125.9800033569336,119.41999816894531,115.41999816894531,37.57270812988281
317.70001220703125,122.2699966430664,116.0999984741211,111.87000274658203,36.662147521972656
317.32000732421875,123.87000274658203,117.56999969482422,113.02999877929688,37.42893600463867
312.32000732421875,122.31999969482422,113.5999984741211,112.08000183105469,36.278751373291016
316.3599853515625,124.80000305175781,114.9800033569336,112.55000305175781,36.32667541503906
318.0299987792969,124.5999984741211,115.20999908447266,113.9000015258789,35.65573501586914
333.5,130.77000427246094,118.13999938964844,116.0999984741211,37.09346389770508
342.55999755859375,130.22999572753906,118.8499984741211,116.61000061035156,38.05195236206055
346.7600098,135.6699981689453,118.94000244140625,115.48999786376953,35.94327926635742
359.9599914550781,138.9499969482422,120.66999816894531,115.73999786376953,37.42893600463867
342.5,129.32000732421875,117.23999786376953,112.87000274658203,34.88894271850586
331.8999938964844,128.3699951171875,115.91000366210938,114.33000183105469,35.22441482543945
323.2200012207031,123.55000305175781,115.48999786376953,111.9800033569336,33.59498596191406
326.3500061035156,123.38999938964844,114.94000244140625,111.86000061035156,33.21158981323242
322.0299987792969,123.23999786376953,115.47000122070312,111.97000122070312,32.39687728881836
326.69000244140625,125.37000274658203,115.62000274658203,112.20999908447266,32.15725326538086
325.4700012207031,125.9000015258789,115.94000244140625,113.38999938964844,34.505550384521484
318.75,126.7699966430664,113.83000183105469,112.19999694824219,34.02630615234375
316.1300048828125,124.47000122070312,112.44999694824219,110.62000274658203,34.265926361083984
328.05999755859375,124.2699966430664,109.73999786376953,109.44999694824219,34.88894271850586
319.54998779296875,122.33000183105469,107.83000183105469,109.22000122070312,36.71007156
313.04998779296875,121.55000305175781,104.9800033569336,107,35.65573501586914
304.54998779296875,120.06999969482422,104.20999908447266,104.22000122070312,34.265926361083984
294.1600036621094,116.94999694824219,100.98999786376953,100.3499984741211,33.163665771484375
313.92999267578125,124.76000213623047,107.38999938964844,105.83000183105469,35.41611099243164
317.1400146484375,126.66999816894531,109.31999969482422,106.5199966430664,34.84101867675781
316.3800048828125,125.61000061035156,108.6500015258789,107.30000305175781,35.99120330810547
322.5,127.06999969482422,108.79000091552734,109.6500015258789,36.278751373291016
323.80999755859375,126.37999725341797,110.69000244140625,108.97000122070312,38.57912063598633
310.8999938964844,121.51000213623047,108.56999969482422,106.33000183105469,38.627044677734375
327.0799865722656,128.14999389648438,110.81999969482422,109.61000061035156,39.44176102
328.1099853515625,128.22999572753906,112.26000213623047,110.55999755859375,41.885902404785156
340.5299987792969,129.77000427246094,111.7699966430664,111.41999816894531,41.02326583862305
343.8299865722656,130.27000427246094,113.2699966430664,112.66999816894531,40.73571777
352.6099853515625,132.9600067138672,113.44999694824219,112.80000305175781,42.844390869140625
352.8999938964844,132.10000610351562,112.54000091552734,112.6500015258789,42.844390869140625
350.3599853515625,131.8000030517578,111.72000122070312,112.41999816894531,42.65269470214844
352.2399902,130.69000244140625,112.12000274658203,111.76000213623047,41.83797836303711
352.05999755859375,131.66000366210938,111.4000015258789,110.91000366210938,43.03608703613281
359.0899963378906,134.5399932861328,111.95999908447266,111.01000213623047,43.802879333496094
364.7300109863281,136.60000610351562,114.37000274658203,111.04000091552734,43.41948318481445
357.8999938964844,132.24000549316406,112.33999633789062,110.5999984741211,41.502506256103516
358.6099853515625,131.82000732421875,111.38999938964844,111.12000274658203,41.83797836303711
358.2699890136719,132.72999572753906,113.51000213623047,110.55000305175781,42.077598571777344
364.20001220703125,136.86000061035156,113.22000122070312,111.08999633789062,43.89872741699219
362.9700012207031,124.37000274658203,112.16999816894531,110.80999755859375,42.79646682739258
364.9100036621094,126.52999877929688,111.83000183105469,110.9000015258789,42.65269470214844
387.7200012207031,130.11000061035156,113.01000213623047,110.12999725341797,43.61117935180664
385.6199951171875,133.16000366210938,114.6500015258789,111.5199966430664,48.69116211
387.42999267578125,130.91000366210938,118.37000274658203,111.30000305175781,48.834938049316406
397,130.8800048828125,119.73999786376953,111.80000305175781,48.93078613
410.17999267578125,132,119.4800033569336,112.66000366210938,50.943607330322266
411.1099853515625,130.5399932861328,118.87999725341797,111.41000366210938,50.17681884765625
405.1700134277344,128.77999877929688,118.2300033569336,110.94999694824219,48.21192169189453
404.9100036621094,128.60000610351562,117.58000183105469,111.51000213623047,47.01380920410156
403.95001220703125,128.92999267578125,116.94999694824219,109.44000244140625,48.068145751953125
410.7200012207031,132.6699981689453,118.72000122070312,109.19999694824219,47.82852554321289
410.5799865722656,133.10000610351562,119.56999969482422,110.19999694824219,49.697574615478516
409.82000732421875,132.6199951171875,118.16000366210938,110.66000366210938,48.11606979370117
417.9700012207031,136.1999969482422,119.3499984741211,112.58999633789062,48.35569381713867
416.2600098,135.8000030517578,119.30999755859375,113.51000213623047,48.54738998413086
421.54998779296875,140.30999755859375,120.27999877929688,113.68000030517578,48.40361785888672
417.5799865722656,138.8800048828125,119.13999938964844,114.29000091552734,48.068145751953125
424.04998779296875,138.67999267578125,119.38999938964844,115.25,48.73908615112305
426.8699951171875,141.41000366210938,119.62000274658203,113.58999633789062,51.85417175292969
426.7699890136719,137.97999572753906,119.94000244140625,113.5,53.13087844848633
435.44000244140625,139.5800018310547,120.08000183105469,112.77999877929688,54.227386474609375
439.9599914550781,137.33999633789062,119.58000183105469,112.83999633789062,51.785160064697266
440.6199951171875,137.47000122070312,122.02999877929688,114.01000213623047,51.18706512451172
432.69000244140625,138.35000610351562,122.12000274658203,114.33000183105469,51.735321044921875
430.1199951171875,137.13999938964844,123.29000091552734,114,49.293094635009766
424.4599914550781,134.8300018310547,123.52999877929688,114.8499984741211,45.40546798706055
422.55999755859375,132.8000030517578,121.94000244140625,114.01000213623047,47.100074768066406
422.5400085449219,131.35000610351562,121.62000274658203,113.80999755859375,47.74801254272461
400.0100098,133.11000061035156,123.62000274658203,114.75,49.342933654785156
375.4100036621094,132.47999572753906,123.9000015258789,114.7300033569336,48.64515686035156
377.1400146484375,133.5,124.66999816894531,114.08999633789062,49.94103240966797
373.29998779296875,133.69000244140625,124.5999984741211,114.4800033569336,51.33658981323242
378.9899902,132.6699981689453,125.30999755859375,114.95999908447266,49.64198303222656
372.2799987792969,134.10000610351562,125.87999725341797,113.12000274658203,50.83817672729492
373.42999267578125,134.14999389648438,125.27999877929688,110,50.788333892822266
376.1600036621094,133.00999450683594,124.69000244140625,109.98999786376953,50.93785858154297
372.70001220703125,134.05999755859375,125.86000061035156,108.66000366210938,51.18706512451172
362.1700134277344,129.77000427246094,123.08999633789062,108.2300033569336,49.74166488647461
370.4599914550781,131.3800048828125,122.88999938964844,107.79000091552734,49.24325180053711
370.3800048828125,131.83999633789062,124.12999725341797,110.13999938964844,50.33976364135742
374.2099914550781,131.1999969482422,122.79000091552734,110.27999877929688,49.64198303222656
374.44000244140625,132.3699951171875,123.0199966430664,110.70999908447266,49.293094635009766
381.4200134277344,135.49000549316406,123.18000030517578,111.02999877929688,49.791507720947266
391.5400085449219,140.25,124.94000244140625,112.51000213623047,50.33976364135742
390.75,140.19000244140625,124.93000030517578,111.95999908447266,51.037540435791016
384.7399902,139.25999450683594,123.88999938964844,112.5199966430664,50.33976364135742
395.8599853515625,140.1300048828125,124.80000305175781,114.75,49.99087142944336
391.92999267578125,140.36000061035156,126.41999816894531,115,49.89118957519531
374.5199890136719,139.82000732421875,126.68000030517578,114.95999908447266,47.29943848
369.0400085449219,136.35000610351562,125.54000091552734,116.86000061035156,45.95372391
364.94000244140625,137.52999877929688,125.48999786376953,117.16000366210938,45.65467453
370.1600036621094,138.8699951171875,125.98999786376953,116.5999984741211,45.45531082
379.6400146484375,141.1999969482422,119.76000213623047,130.05999755859375,44.857215881347656
375.4599914550781,140.25,120.13999938964844,132.0399932861328,44.757530212402344
381.7200012207031,142.02999877929688,121.16999816894531,129.89999389648438,45.55499267578125
377.5199890136719,142.74000549316406,120.2699966430664,131.75,45.45531082
380.07000732421875,143.36000061035156,119.86000061035156,132.4499969482422,46.601661682128906
375.1700134277344,142.3800048828125,121.9000015258789,131.67999267578125,46.45213699
374.0199890136719,142.02999877929688,122.0199966430664,133.36000061035156,46.50197982788086
375.4599914550781,137.72999572753906,118.27999877929688,135.10000610351562,46.45213699
382.79998779296875,136.1300048828125,117.9000015258789,137.24000549316406,45.45531082
380.7900085449219,139.02999877929688,117.0999984741211,139.9199981689453,47.69816970825195
379.04998779296875,139.02000427246094,117.72000122070312,139.3000030517578,48.49563217163086
377.69000244140625,139.4199981689453,120.05999755859375,136.97000122070312,50.68865203857422
376.79998779296875,138.14999389648438,117.80999755859375,136.3800048828125,50.33976364135742
375.79998779296875,135.1699981689453,116.37999725341797,134.13999938964844,51.08738327026367
376.4599914550781,139.05999755859375,117.2699966430664,134.3300018310547,52.33341598510742
371.6000061035156,136.75999450683594,118.4000015258789,135,51.984527587890625
357.2300109863281,133.6699981689453,118.2699966430664,133.44000244140625,50.38960266113281
359.75,131.9499969482422,117.5,134.99000549316406,50.63880920410156
354.1300048828125,131.1999969482422,121.19000244140625,133.58999633789062,50.040714263916016
354.6700134277344,131.33999633789062,121.98999786376953,134.0399932861328,50.48928451538086
337.3699951171875,125.30000305175781,120.44000244140625,131.33999633789062,49.19341278076172
343.0400085449219,127.47000122070312,121.63999938964844,133.1999969482422,51.43627166748047
345.6400146484375,127.30000305175781,122.13999938964844,134.67999267578125,51.13722229003906
353.80999755859375,126.61000061035156,120.80000305175781,135.5,50.48928451538086
355.0199890136719,122.76000213623047,120.5199966430664,135.0399932861328,49.84135055541992
352.7900085449219,122.43000030517578,120.83999633789062,133.91000366210938,49.24325180053711
358.75,124.94999694824219,121.33999633789062,134.08999633789062,49.64198303222656
352.7799987792969,123.55999755859375,120.56999969482422,133.85000610351562,49.342933654785156
350.54998779296875,122.26000213623047,117.87000274658203,132.72999572753906,47.64833068847656
354.8999938964844,122.9000015258789,118.70999908447266,132.7899932861328,47.100074768066406
354.8800048828125,121.58999633789062,118.30999755859375,132.6199951171875,46.6515007
348.79998779296875,121.4800033569336,116.7699966430664,131.57000732421875,46.70134353637695
349.8699951171875,121.83999633789062,115.37999725341797,132.1999969482422,47.19975662231445
341.6099853515625,119.80999755859375,113.8499984741211,132.0399932861328,47.05023193359375
338.8900146484375,120.6500015258789,115.98999786376953,132.47000122070312,47.49880599975586
344.6199951171875,122.08000183105469,117.30000305175781,134.82000732421875,49.84135055541992
348.75,123.12000274658203,117.6500015258789,135.94000244140625,49.293094635009766
350.6400146484375,123.38999938964844,120.68000030517578,137.2100067138672,49.44261932373047
353.70001220703125,124.45999908447266,121.4800033569336,138.0399932861328,49.74166488647461
