BA,CAT,CVX,DIS,GE,HON,IBM,JNJ,KO,MMM,MRK,PG,XOM,MCD,AXP,DD,PFE,WMT,TRV,INTC,JPM,HP,NKE,AAPL,HD,AMGN,VZ,UNH,MSFT,CSCO
296.8399963378906,157.0399932861328,127.58000183105469,111.80000305175781,86.16802215576172,147.3232422,147.46653747558594,139.22999572753906,45.540000915527344,197.02340698242188,53.64503860473633,90.65000153,85.02999877929688,173.22000122070312,98.94000244140625,102.33309173583984,34.573055267333984,32.86333465576172,131.97999572753906,46.849998474121094,107.94999694824219,65.34999847,63.49000168,43.064998626708984,188.02999877929688,177,53.529998779296875,221.16000366210938,85.94999694824219,38.86000061035156
297.79998779296875,157.27999877929688,128.50999450683594,112.27999877929688,86.98273468017578,146.10601806640625,151.52008056640625,140.55999755859375,45.439998626708984,197.01504516601562,53.568702697753906,90.54000091552734,86.69999694824219,172.49000549316406,99.55000305175781,103.96985626220703,34.82922363,33.150001525878906,132.39999389648438,45.25999832,108.05999755859375,65.65000153,63.47999954223633,43.057498931884766,189.00999450683594,180.33999633789062,52.43000030517578,223.47999572753906,86.34999847,39.16999816894531
296.6700134277344,159.44000244140625,128.11000061035156,112.2300033569336,88.80386352539062,148.08041381835938,154.5889129638672,140.5500030517578,46.08000183105469,199.59030151367188,54.43702316,91.18000030517578,86.81999969482422,173.6999969482422,100.8499984741211,105.96243286132812,34.90512466430664,33.18000030517578,132.39999389648438,44.43000030517578,109.04000091552734,66.40000153,63.439998626708984,43.25749969482422,190.50999450683594,179.5800018310547,52.599998474121094,224.4499969482422,87.11000061035156,38.99000168
308.8399963378906,161.9600067138672,127.9000015258789,111.62000274658203,88.85179138183594,149.11553955078125,155.3441619873047,141.7100067138672,46.06999969482422,201.14549255371094,54.37977219,91.23999786376953,86.75,174.0500030517578,101.08000183105469,107.34300231933594,34.97153854370117,33.37666702270508,132.16000366210938,44.74000168,108.33999633789062,66.69999694824219,63.97999954223633,43.75,192.5,180.64999389648438,52.47999954223633,228.72999572753906,88.19000244140625,39.529998779296875
310.1499938964844,166.02999877929688,128.52999877929688,110.0199966430664,87.60575866699219,148.31044006347656,156.28106689453125,141.88999938964844,46,200.49331665039062,54.064884185791016,91.72000122070312,87.13999938964844,173.92999267578125,100.1500015258789,106.97295379638672,34.582542419433594,33.869998931884766,131.4499969482422,44.74000168,108.5,68.56999969482422,64.55000305175781,43.587501525878906,192.0399932861328,180.60000610351562,52.38999938964844,224.75999450683594,88.27999877929688,39.939998626708984
318.42999267578125,166.42999267578125,127.83999633789062,109.94000244140625,88.94763946533203,149.52767944335938,156.6252441,144.13999938964844,46.22999954223633,201.7391357421875,54.19847488,91.05000305175781,86.76999664,173.5399932861328,100.5199966430664,107.22914123535156,34.544593811035156,33.46333312988281,132.47000122070312,43.619998931884766,109.05000305175781,68.20999908447266,64.08999633789062,43.58250045776367,193.10000610351562,183.3800048828125,51.61000061035156,225.8800048828125,88.22000122070312,39.689998626708984
320.2600098,165.8699951171875,128.66000366210938,109.47000122070312,90.72084045410156,150.56280517578125,156.95985412597656,143.97000122070312,46.06999969482422,201.6220703,54.67557144165039,90.47000122070312,86.08000183105469,173.50999450683594,101.22000122070312,105.60661315917969,34.60151672363281,33.223331451416016,132.11000061035156,42.5,110.25,68.26999664,64.22000122070312,43.57249832,191.8000030517578,182.86000061035156,51.689998626708984,224.1999969482422,87.81999969482422,39.90999984741211
328.1199951171875,169.1999969482422,132.57000732421875,110.98999786376953,91.15216064453125,151.35830688476562,156.97897338867188,144.7899932861328,46.040000915527344,202.60032653808594,54.961830139160156,90.15000153,86.93000030517578,173.38999938964844,100.7300033569336,107.0583496,34.68690872192383,33.34000015258789,132.33999633789062,43.40999984741211,110.83999633789062,70.04000091552734,64.29000091552734,43.81999969482422,194.67999267578125,181.9600067138672,52.11000061035156,225.38999938964844,88.08000183105469,40.099998474121094
336.2099914550781,170.3000030517578,133.60000610351562,112.47000122070312,89.90612793,152.4605255126953,155.9655762,145.75999450683594,46.150001525878906,204.40635681152344,55.97328186035156,89.61000061035156,87.51999664,173.57000732421875,100.97000122070312,107.32877349853516,34.667930603027344,33.62333297729492,134.72999572753906,43.24000168,112.66999816894531,70.26000213623047,64.66999816894531,44.272499084472656,196.4199981689453,185.0399932861328,51.86000061035156,228.63999938964844,89.59999847,40.869998931884766
335.1600036621094,169.30999755859375,132.00999450683594,110.69000244140625,87.27028656,151.32955932617188,156.6443634033203,146.86000061035156,46.529998779296875,204.63211059570312,59.22710037231445,90.22000122070312,86.97000122070312,173.67999267578125,100.33999633789062,106.67406463623047,34.724857330322266,33.563331604003906,135.52000427246094,43.13999938964844,112.2699966430664,69.73000336,63.41999816894531,44.04750061035156,196.30999755859375,185.5399932861328,51.65999984741211,232.89999389648438,88.34999847,40.540000915527344
351.0100098,168.5,132.36000061035156,111.97000122070312,83.14878845214844,151.8279571533203,161.2332763671875,146.97999572753906,46.81999969482422,207.4498291015625,59.18893051147461,91.19999694824219,88,174.97999572753906,100.76000213623047,107.84114837646484,35.275142669677734,34.233333587646484,136.86000061035156,44.38999938964844,112.98999786376953,70.62999725341797,63.810001373291016,44.775001525878906,199.82000732421875,188.00999450683594,51.720001220703125,238.42999267578125,90.13999938964844,41.20000076293945
340.1600036621094,168.8300018310547,131.58999633789062,110.41999816894531,80.36917877197266,151.22413635253906,161.68260192871094,146.9199981689453,46.880001068115234,205.61036682128906,58.33015441894531,90.18000030517578,87.43000030517578,174.57000732421875,99.86000061035156,108.21119689941406,35.09487533569336,34.766666412353516,137.33999633789062,44.47999954223633,113.26000213623047,70.02999877929688,64.11000061035156,44.814998626708984,198.3300018310547,187.58999633789062,51.54999923706055,243.16000366210938,90.09999847,41.29999923706055
337.7300109863281,170.41000366210938,131.3000030517578,110.58999633789062,77.92503356933594,152.0963134765625,155.2294464111328,147.36000061035156,47.15999984741211,207.50836181640625,58.47328186035156,91.06999969482422,87.15000153,176.1199951171875,98.02999877929688,108.18273162841797,35.04743957519531,34.86333465576172,137.85000610351562,44.81999969482422,113.01000213623047,71.12999725341797,67.20999908447266,44.61500168,201.3300018310547,189.27999877929688,51.90999984741211,243.35000610351562,90,41.290000915527344
338,170.88999938964844,132.55999755859375,111.0999984741211,77.49371337890625,151.9525604248047,155.44932556152344,148.13999938964844,47.380001068115234,206.77256774902344,58.44465637207031,91.88999938964844,88.25,176.2100067138672,98.31999969482422,108.42469024658203,35.03795242,35.150001525878906,139.35000610351562,45.75,114.33000183105469,71.12000274658203,66.38999938964844,44.25,204.4600067138672,192.3300018310547,53.459999084472656,243.55999755859375,91.61000061035156,41.65999984741211
